Fecha,Hora,period eating,period other,period resting,period rumination,period eating_count,period other_count,period resting_count,period rumination_count
2024-01-01,0,0.079,0.0,0.41,0.511,1.0,0.0,4.0,2.0
2024-01-01,1,0.0,0.0,0.652,0.348,0.0,0.0,1.0,1.0
2024-01-01,2,0.0,0.0,0.443,0.557,0.0,0.0,1.0,1.0
2024-01-01,3,0.0,0.0,0.462,0.538,0.0,0.0,2.0,2.0
2024-01-01,4,0.0,0.0,0.711,0.289,0.0,0.0,1.0,1.0
2024-01-01,5,0.039,0.0,0.626,0.334,1.0,0.0,3.0,2.0
2024-01-01,6,0.036,0.0,0.787,0.177,1.0,0.0,1.0,1.0
2024-01-01,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-01,8,0.931,0.069,0.0,0.0,1.0,1.0,0.0,0.0
2024-01-01,9,0.951,0.049,0.0,0.0,2.0,2.0,0.0,0.0
2024-01-01,10,0.426,0.0,0.472,0.102,1.0,0.0,1.0,1.0
2024-01-01,11,0.236,0.0,0.079,0.685,1.0,0.0,2.0,2.0
2024-01-01,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-01,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-01,14,0.252,0.039,0.118,0.59,3.0,1.0,2.0,1.0
2024-01-01,15,0.03,0.0,0.616,0.354,1.0,0.0,3.0,2.0
2024-01-01,16,0.161,0.433,0.407,0.0,1.0,2.0,2.0,0.0
2024-01-01,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-01,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-01,19,0.003,0.315,0.118,0.564,1.0,1.0,1.0,1.0
2024-01-01,20,0.0,0.0,0.266,0.734,0.0,0.0,2.0,2.0
2024-01-01,21,0.0,0.0,0.443,0.557,0.0,0.0,2.0,2.0
2024-01-01,22,0.315,0.0,0.22,0.466,1.0,0.0,1.0,1.0
2024-01-01,23,0.0,0.0,0.489,0.511,0.0,0.0,1.0,1.0
2024-01-02,0,0.0,0.0,0.708,0.292,0.0,0.0,1.0,2.0
2024-01-02,1,0.0,0.0,0.623,0.377,0.0,0.0,2.0,3.0
2024-01-02,2,0.0,0.0,0.567,0.433,0.0,0.0,5.0,4.0
2024-01-02,3,0.0,0.0,0.698,0.302,0.0,0.0,1.0,1.0
2024-01-02,4,0.0,0.0,0.908,0.092,0.0,0.0,1.0,1.0
2024-01-02,5,0.197,0.0,0.449,0.354,1.0,0.0,3.0,1.0
2024-01-02,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2024-01-02,7,0.8,0.039,0.161,0.0,2.0,1.0,1.0,0.0
2024-01-02,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-02,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-02,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-02,11,0.174,0.0,0.197,0.63,1.0,0.0,1.0,1.0
2024-01-02,12,0.725,0.0,0.118,0.157,1.0,0.0,1.0,1.0
2024-01-02,13,0.456,0.354,0.19,0.0,2.0,2.0,1.0,0.0
2024-01-02,14,0.157,0.403,0.125,0.315,1.0,2.0,3.0,3.0
2024-01-02,15,0.498,0.423,0.079,0.0,1.0,2.0,1.0,0.0
2024-01-02,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-02,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-01-02,18,0.334,0.354,0.197,0.115,1.0,1.0,1.0,1.0
2024-01-02,19,0.118,0.079,0.367,0.436,2.0,2.0,4.0,3.0
2024-01-02,20,0.0,0.079,0.38,0.541,0.0,1.0,3.0,2.0
2024-01-02,21,0.0,0.0,0.479,0.521,0.0,0.0,1.0,1.0
2024-01-02,22,0.102,0.0,0.387,0.511,1.0,0.0,1.0,1.0
2024-01-02,23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2024-01-03,0,0.748,0.0,0.118,0.134,1.0,0.0,1.0,1.0
2024-01-03,1,0.118,0.0,0.308,0.574,2.0,0.0,2.0,2.0
